Pretrain epoch [26/6], ZINB loss:0.4258, NB loss:13.0046, latent MSE loss:0.31719288, KL loss:0.00421801
Pretrain epoch [27/6], ZINB loss:0.3691, NB loss:11.3776, latent MSE loss:0.21869338, KL loss:0.00000681
Pretrain epoch [1/7], ZINB loss:0.3916, NB loss:11.8043, latent MSE loss:0.29427215, KL loss:0.00402755
Pretrain epoch [2/7], ZINB loss:0.4107, NB loss:12.3857, latent MSE loss:0.30490074, KL loss:0.00406525
Pretrain epoch [3/7], ZINB loss:0.4067, NB loss:12.0296, latent MSE loss:0.31720442, KL loss:0.00418151
Pretrain epoch [4/7], ZINB loss:0.4049, NB loss:11.9988, latent MSE loss:0.29679516, KL loss:0.00404015
Pretrain epoch [5/7], ZINB loss:0.4093, NB loss:11.4161, latent MSE loss:0.30809376, KL loss:0.00409529
Pretrain epoch [6/7], ZINB loss:0.4132, NB loss:11.6019, latent MSE loss:0.30542362, KL loss:0.00415244
Pretrain epoch [7/7], ZINB loss:0.3829, NB loss:11.7294, latent MSE loss:0.32508811, KL loss:0.00433522
Pretrain epoch [8/7], ZINB loss:0.4261, NB loss:11.9432, latent MSE loss:0.31020311, KL loss:0.00394268
Pretrain epoch [9/7], ZINB loss:0.4063, NB loss:11.2645, latent MSE loss:0.31327197, KL loss:0.00404436
Pretrain epoch [10/7], ZINB loss:0.4215, NB loss:11.2879, latent MSE loss:0.30539212, KL loss:0.00403297
Pretrain epoch [11/7], ZINB loss:0.3972, NB loss:11.2409, latent MSE loss:0.30434009, KL loss:0.00400732
Pretrain epoch [12/7], ZINB loss:0.3881, NB loss:11.2606, latent MSE loss:0.32936344, KL loss:0.00447980
Pretrain epoch [13/7], ZINB loss:0.4367, NB loss:11.2957, latent MSE loss:0.29662484, KL loss:0.00390832
Pretrain epoch [14/7], ZINB loss:0.4098, NB loss:11.4691, latent MSE loss:0.30383581, KL loss:0.00407185
Pretrain epoch [15/7], ZINB loss:0.4011, NB loss:10.8810, latent MSE loss:0.30302849, KL loss:0.00399795
Pretrain epoch [16/7], ZINB loss:0.4415, NB loss:11.3007, latent MSE loss:0.30243084, KL loss:0.00402617
Pretrain epoch [17/7], ZINB loss:0.3948, NB loss:11.3181, latent MSE loss:0.30567691, KL loss:0.00423949
Pretrain epoch [18/7], ZINB loss:0.3949, NB loss:10.7497, latent MSE loss:0.30947527, KL loss:0.00410726
Pretrain epoch [19/7], ZINB loss:0.3973, NB loss:10.9250, latent MSE loss:0.30300876, KL loss:0.00402344
Pretrain epoch [20/7], ZINB loss:0.4040, NB loss:10.8891, latent MSE loss:0.30548656, KL loss:0.00416272
Pretrain epoch [21/7], ZINB loss:0.4237, NB loss:10.5616, latent MSE loss:0.28183988, KL loss:0.00372058
Pretrain epoch [22/7], ZINB loss:0.4072, NB loss:10.7654, latent MSE loss:0.31348819, KL loss:0.00416753
Pretrain epoch [23/7], ZINB loss:0.3847, NB loss:10.6291, latent MSE loss:0.31053483, KL loss:0.00416779
Pretrain epoch [24/7], ZINB loss:0.4190, NB loss:10.9128, latent MSE loss:0.30353558, KL loss:0.00400978
Pretrain epoch [25/7], ZINB loss:0.4118, NB loss:10.3932, latent MSE loss:0.30774945, KL loss:0.00412385
Pretrain epoch [26/7], ZINB loss:0.4224, NB loss:10.3667, latent MSE loss:0.31582227, KL loss:0.00419221
Pretrain epoch [27/7], ZINB loss:0.4785, NB loss:10.6650, latent MSE loss:0.34772339, KL loss:0.00002612
Pretrain epoch [1/8], ZINB loss:0.4291, NB loss:10.4507, latent MSE loss:0.31424382, KL loss:0.00417881
Pretrain epoch [2/8], ZINB loss:0.4360, NB loss:10.3672, latent MSE loss:0.30391073, KL loss:0.00412944
Pretrain epoch [3/8], ZINB loss:0.3890, NB loss:10.1401, latent MSE loss:0.30611512, KL loss:0.00419425
Pretrain epoch [4/8], ZINB loss:0.4113, NB loss:10.2837, latent MSE loss:0.30860880, KL loss:0.00418713
Pretrain epoch [5/8], ZINB loss:0.4086, NB loss:10.0157, latent MSE loss:0.30895108, KL loss:0.00412817
Pretrain epoch [6/8], ZINB loss:0.4190, NB loss:10.0188, latent MSE loss:0.29515073, KL loss:0.00401689
Pretrain epoch [7/8], ZINB loss:0.4121, NB loss:9.8408, latent MSE loss:0.28054166, KL loss:0.00390044
Pretrain epoch [8/8], ZINB loss:0.4031, NB loss:9.8993, latent MSE loss:0.29096267, KL loss:0.00406296
Pretrain epoch [9/8], ZINB loss:0.4262, NB loss:10.0237, latent MSE loss:0.28979802, KL loss:0.00403900
